entidad,municipio,municipio_nombre,seccion,section_id,distrito_local,distrito_federal
11,020,LEON,3271,110203271,6,
11,020,LEON,3278,110203278,11,
11,020,LEON,3279,110203279,11,
11,020,LEON,3280,110203280,11,
11,020,LEON,3281,110203281,11,
11,020,LEON,3282,110203282,11,
11,020,LEON,3283,110203283,11,
11,020,LEON,3284,110203284,11,
11,020,LEON,3285,110203285,11,
11,020,LEON,3286,110203286,11,
11,020,LEON,3287,110203287,11,
11,020,LEON,3288,110203288,11,
11,020,LEON,3289,110203289,11,
11,020,LEON,3319,110203319,3,
11,020,LEON,3320,110203320,3,
11,020,LEON,3321,110203321,3,
11,020,LEON,3322,110203322,3,
11,020,LEON,3323,110203323,3,
11,020,LEON,3324,110203324,3,
11,020,LEON,3325,110203325,3,
11,020,LEON,3326,110203326,3,
11,020,LEON,3327,110203327,3,
11,020,LEON,3328,110203328,3,
11,020,LEON,3329,110203329,3,
11,020,LEON,3330,110203330,3,
11,020,LEON,3331,110203331,3,
11,020,LEON,3332,110203332,3,
11,020,LEON,3333,110203333,3,
11,020,LEON,3334,110203334,3,
11,020,LEON,3335,110203335,5,
11,020,LEON,3336,110203336,5,
11,020,LEON,3337,110203337,5,
11,020,LEON,3338,110203338,5,
11,020,LEON,3339,110203339,5,
11,020,LEON,3340,110203340,5,
11,020,LEON,3341,110203341,5,
11,020,LEON,3342,110203342,5,
11,020,LEON,3343,110203343,5,
11,020,LEON,3344,110203344,5,
11,020,LEON,3345,110203345,5,
11,020,LEON,3346,110203346,5,
11,020,LEON,3347,110203347,5,
11,020,LEON,3348,110203348,5,
11,020,LEON,3349,110203349,5,
11,020,LEON,3350,110203350,5,
11,020,LEON,3351,110203351,5,
11,020,LEON,3352,110203352,5,
11,020,LEON,3353,110203353,5,
11,020,LEON,3354,110203354,5,
11,020,LEON,3355,110203355,5,
11,020,LEON,3356,110203356,5,
11,020,LEON,3357,110203357,5,
11,020,LEON,3358,110203358,5,
11,020,LEON,3359,110203359,6,
11,020,LEON,3360,110203360,6,
11,020,LEON,3361,110203361,6,
11,020,LEON,3362,110203362,6,
11,020,LEON,3363,110203363,6,
11,020,LEON,3364,110203364,6,
11,020,LEON,3365,110203365,6,
11,020,LEON,3366,110203366,6,
11,020,LEON,3367,110203367,6,
11,020,LEON,3368,110203368,6,
11,020,LEON,3369,110203369,6,
11,020,LEON,3370,110203370,6,
11,020,LEON,3371,110203371,6,
11,020,LEON,3372,110203372,6,
11,020,LEON,3384,110203384,11,
11,020,LEON,3385,110203385,11,
11,020,LEON,3386,110203386,11,
11,020,LEON,3387,110203387,11,
11,020,LEON,3388,110203388,11,
11,020,LEON,3389,110203389,11,
11,020,LEON,3390,110203390,11,
11,020,LEON,3391,110203391,11,
11,020,LEON,3392,110203392,11,
11,020,LEON,3393,110203393,11,
11,020,LEON,3394,110203394,11,
11,020,LEON,3395,110203395,11,
11,020,LEON,3396,110203396,11,
11,020,LEON,3397,110203397,11,
11,020,LEON,3398,110203398,11,
11,020,LEON,3399,110203399,11,
